shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
======================================
 all_ops == 1000000
 test_time == 12.834450
 Throughput == 77915.298279
 ======================================
10        Threads
1         Connections per thread
100000    Requests per client


ALL STATS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets        78595.45          ---          ---      0.12600     82347.74 
Gets            0.00         0.00         0.00      0.00000         0.00 
Waits           0.00          ---          ---      0.00000          --- 
Totals      78595.45         0.00         0.00      0.12600     82347.74 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.028         0.00
SET       0.029         0.00
SET       0.030         0.01
SET       0.031         0.02
SET       0.032         0.03
SET       0.033         0.04
SET       0.034         0.05
SET       0.035         0.06
SET       0.036         0.07
SET       0.037         0.09
SET       0.038         0.09
SET       0.039         0.10
SET       0.040         0.10
SET       0.041         0.11
SET       0.042         0.12
SET       0.043         0.12
SET       0.044         0.12
SET       0.045         0.13
SET       0.046         0.13
SET       0.047         0.14
SET       0.048         0.14
SET       0.049         0.15
SET       0.050         0.16
SET       0.051         0.20
SET       0.052         0.26
SET       0.053         0.34
SET       0.054         0.42
SET       0.055         0.48
SET       0.056         0.52
SET       0.057         0.53
SET       0.058         0.55
SET       0.059         0.57
SET       0.060         0.58
SET       0.061         0.61
SET       0.062         0.64
SET       0.063         0.70
SET       0.064         0.77
SET       0.065         0.85
SET       0.066         0.94
SET       0.067         1.02
SET       0.068         1.09
SET       0.069         1.16
SET       0.070         1.26
SET       0.071         1.41
SET       0.072         1.60
SET       0.073         1.84
SET       0.074         2.11
SET       0.075         2.38
SET       0.076         2.69
SET       0.077         3.03
SET       0.078         3.38
SET       0.079         3.73
SET       0.080         4.11
SET       0.081         4.51
SET       0.082         4.97
SET       0.083         5.58
SET       0.084         6.43
SET       0.085         7.57
SET       0.086         9.09
SET       0.087        10.92
SET       0.088        12.94
SET       0.089        15.10
SET       0.090        17.37
SET       0.091        19.78
SET       0.092        22.40
SET       0.093        25.01
SET       0.094        27.51
SET       0.095        29.83
SET       0.096        31.91
SET       0.097        33.80
SET       0.098        35.57
SET       0.099        37.24
SET       0.100        44.50
SET       0.110        57.89
SET       0.120        70.05
SET       0.130        81.07
SET       0.140        89.72
SET       0.150        94.69
SET       0.160        97.20
SET       0.170        98.53
SET       0.180        99.21
SET       0.190        99.48
SET       0.200        99.59
SET       0.210        99.66
SET       0.220        99.69
SET       0.230        99.72
SET       0.240        99.75
SET       0.250        99.77
SET       0.260        99.78
SET       0.270        99.80
SET       0.280        99.81
SET       0.290        99.82
SET       0.300        99.83
SET       0.310        99.84
SET       0.320        99.85
SET       0.330        99.86
SET       0.340        99.87
SET       0.350        99.87
SET       0.360        99.87
SET       0.370        99.88
SET       0.380        99.88
SET       0.390        99.89
SET       0.400        99.89
SET       0.410        99.89
SET       0.420        99.89
SET       0.430        99.90
SET       0.440        99.90
SET       0.450        99.90
SET       0.460        99.90
SET       0.470        99.90
SET       0.480        99.90
SET       0.490        99.91
SET       0.500        99.91
SET       0.510        99.91
SET       0.520        99.91
SET       0.530        99.91
SET       0.540        99.91
SET       0.550        99.91
SET       0.560        99.91
SET       0.570        99.91
SET       0.580        99.91
SET       0.590        99.91
SET       0.600        99.91
SET       0.610        99.92
SET       0.620        99.92
SET       0.630        99.92
SET       0.640        99.92
SET       0.650        99.92
SET       0.660        99.92
SET       0.670        99.92
SET       0.680        99.92
SET       0.690        99.92
SET       0.700        99.93
SET       0.710        99.93
SET       0.720        99.93
SET       0.730        99.93
SET       0.740        99.93
SET       0.750        99.93
SET       0.760        99.93
SET       0.770        99.93
SET       0.790        99.93
SET       0.800        99.93
SET       0.810        99.93
SET       0.830        99.93
SET       0.850        99.93
SET       0.860        99.93
SET       0.870        99.93
SET       0.890        99.93
SET       0.910        99.93
SET       0.920        99.93
SET       0.930        99.93
SET       0.940        99.93
SET       0.950        99.93
SET       0.960        99.93
SET       0.970        99.93
SET       0.980        99.93
SET       0.990        99.93
SET       1.000        99.93
SET       1.100        99.93
SET       1.200        99.94
SET       1.300        99.94
SET       1.400        99.94
SET       1.500        99.94
SET       1.600        99.94
SET       1.700        99.94
SET       1.800        99.94
SET       1.900        99.95
SET       2.000        99.95
SET       2.100        99.95
