5         Threads
1         Connections per thread
100000    Requests per client


ALL STATS
===================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    MOVED/sec      ASK/sec      Latency       KB/sec 
---------------------------------------------------------------------------------------------------
Sets            0.00          ---          ---         0.00         0.00      0.00000         0.00 
Gets       325759.85    325759.85         0.00         0.00         0.00      0.04100    339721.59 
Waits           0.00          ---          ---          ---          ---      0.00000          --- 
Totals     325759.85    325759.85         0.00         0.00         0.00      0.04100    339721.59 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
---
GET       0.012         0.00
GET       0.013         0.00
GET       0.014         0.00
GET       0.015         0.01
GET       0.016         0.03
GET       0.017         0.12
GET       0.018         0.37
GET       0.019         0.93
GET       0.020         1.49
GET       0.021         1.91
GET       0.022         2.39
GET       0.023         3.12
GET       0.024         4.23
GET       0.025         5.58
GET       0.026         6.92
GET       0.027         8.26
GET       0.028        10.05
GET       0.029        12.85
GET       0.030        16.50
GET       0.031        19.96
GET       0.032        22.57
GET       0.033        24.93
GET       0.034        27.69
GET       0.035        31.14
GET       0.036        35.19
GET       0.037        39.49
GET       0.038        43.72
GET       0.039        47.74
GET       0.040        51.46
GET       0.041        55.02
GET       0.042        58.38
GET       0.043        61.52
GET       0.044        64.47
GET       0.045        67.32
GET       0.046        70.04
GET       0.047        72.65
GET       0.048        75.20
GET       0.049        77.64
GET       0.050        79.95
GET       0.051        82.13
GET       0.052        84.22
GET       0.053        86.12
GET       0.054        87.82
GET       0.055        89.33
GET       0.056        90.65
GET       0.057        91.81
GET       0.058        92.81
GET       0.059        93.70
GET       0.060        94.50
GET       0.061        95.20
GET       0.062        95.81
GET       0.063        96.32
GET       0.064        96.77
GET       0.065        97.13
GET       0.066        97.44
GET       0.067        97.73
GET       0.068        97.96
GET       0.069        98.16
GET       0.070        98.34
GET       0.071        98.48
GET       0.072        98.61
GET       0.073        98.73
GET       0.074        98.83
GET       0.075        98.92
GET       0.076        99.01
GET       0.077        99.10
GET       0.078        99.17
GET       0.079        99.23
GET       0.080        99.28
GET       0.081        99.33
GET       0.082        99.37
GET       0.083        99.42
GET       0.084        99.45
GET       0.085        99.48
GET       0.086        99.51
GET       0.087        99.54
GET       0.088        99.56
GET       0.089        99.59
GET       0.090        99.61
GET       0.091        99.62
GET       0.092        99.64
GET       0.093        99.66
GET       0.094        99.67
GET       0.095        99.69
GET       0.096        99.69
GET       0.097        99.70
GET       0.098        99.71
GET       0.099        99.72
GET       0.100        99.75
GET       0.110        99.81
GET       0.120        99.85
GET       0.130        99.90
GET       0.140        99.93
GET       0.150        99.96
GET       0.160        99.97
GET       0.170        99.99
GET       0.180        99.99
GET       0.190       100.00
GET       0.200       100.00
GET       0.210       100.00
GET       0.220       100.00
GET       0.280       100.00
GET       0.810       100.00
GET       0.820       100.00
GET       0.830       100.00
GET       0.840       100.00
GET       0.850       100.00
GET       0.860       100.00
GET       1.200       100.00
---
